Record_number,Ref,Study_number,Country,Region,City,Site_name,Lat,Long,K_ppen_CC,Vegetation,Species,Family,Growth_habit,Senesced_sample_method,MAT,TAP,Elevation,C_green_leaf,C_senesced_leaf,N_green_leaf,N_senesced_leaf,P_green_leaf,P_senesced_leaf,K_green_leaf,K_senesced_leaf,Ca_green_leaf,Ca_senesced_leaf,Mg_green_leaf,Mg_senesced_leaf,Spec_area_green_leaf,Spec_area_senesced_leaf,Area_green_leaf,Area_senesced_leaf,Mass_green_leaf,Mass_senesced_leaf,Leaf_loss,Leaf_shrink
370,Kumar et al. (2010),35,India,Rajasthan,Aravally Mountain,,23.1,69.5,A,,Acacia nilotica,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26,493,580,,,1.92,1.78,0.1,0.09,0.75,0.78,1.84,1.85,1.32,1.4,,,,,,,,
371,Kumar et al. (2010),35,India,Rajasthan,Aravally Mountain,,23.1,69.5,A,,Acacia leucophloea,N-fixer Fabaceae,Tree (evergreen),Picked from the plant,26,493,580,,,1.84,1.69,0.09,0.08,0.67,0.67,1.74,1.79,1.21,1.38,,,,,,,,
372,Kumar et al. (2010),35,India,Rajasthan,Aravally Mountain,,23.1,69.5,A,,Tectona grandis,Verbenaceae,Tree (deciduous),Picked from the plant,26,493,580,,,1.74,1.63,0.08,0.07,0.58,0.58,1.7,1.84,1.02,1.16,,,,,,,,
373,Kumar et al. (2010),35,India,Rajasthan,Aravally Mountain,,23.1,69.5,A,,Miliusa tomentosa ,Annonaceae,Tree (deciduous),Picked from the plant,26,493,580,,,1.61,1.38,0.07,0.06,0.49,0.51,1.57,1.78,1,1.11,,,,,,,,
374,Kumar et al. (2010),35,India,Rajasthan,Aravally Mountain,,23.1,69.5,A,,Butea monosperma,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26,493,580,,,1.83,1.55,0.08,0.07,0.65,0.66,1.42,1.67,1.17,1.21,,,,,,,,
636,Kutbay & Ok (2003),36,Turkey,Tavsanburnu,,,37,28,C,,Juniperus oxycedrus,Cupressaceae,Conifers,Picked from the plant or recently fallen,17.6,1002,10,,,1.08,0.74,0.02,0,0.04,0,,,,,,,,,,,,
637,Kutbay & Ok (2003),36,Turkey,Tavsanburnu,,,37,28,C,,Juniperus oxycedrus,Cupressaceae,Conifers,Picked from the plant or recently fallen,17.6,1002,50,,,0.98,0.7,0.02,0,0.03,0.05,,,,,,,,,,,,
638,Kutbay & Ok (2003),36,Turkey,Tavsanburnu,,,37,28,C,,Juniperus oxycedrus,Cupressaceae,Conifers,Picked from the plant or recently fallen,17.6,1002,150,,,0.64,0.3,0.01,0,0.02,0.05,,,,,,,,,,,,
639,Kutbay & Ok (2003),36,Turkey,Tavsanburnu,,,37,28,C,,Juniperus oxycedrus,Cupressaceae,Conifers,Picked from the plant or recently fallen,17.6,1002,200,,,0.82,0.5,0.03,0,0.03,0.03,,,,,,,,,,,,
375,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Amoora rohituka ,Meliaceae,Tree (evergreen),Picked from the plant,26,1100,76,41.01,40.5,1.81,0.9,0.26,0.22,,,,,,,40.6,30.3,,,,,,
376,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Annona squamosa ,Annonaceae,Tree (evergreen),Picked from the plant,26,1100,76,42.68,41.5,3.17,1.65,0.17,0.09,,,,,,,54.9,49.4,,,,,,
377,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Anthocephalus cadamba,Rubiaceae,Tree (evergreen),Picked from the plant,26,1100,76,49.86,49.65,1.75,0.87,0.19,0.11,,,,,,,113.8,93.2,,,,,,
378,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Artocarpus heterophyllus ,Moraceae,Tree (evergreen),Picked from the plant,26,1100,76,38.69,37.56,2.62,1.08,0.19,0.08,,,,,,,105.7,100.2,,,,,,
379,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Bougainvillea spectabilis,Nyctaginaceae,Tree (evergreen),Picked from the plant,26,1100,76,40.8,36.61,2.73,1.81,0.11,0.08,,,,,,,67.1,52,,,,,,
380,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Carissa carundu,Apocynaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.98,46.62,1.17,0.73,0.15,0.12,,,,,,,88.4,84.1,,,,,,
381,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Crescentia cujete,Bignoniaceae,Tree (evergreen),Picked from the plant,26,1100,76,40.11,40,2,1.05,0.16,0.1,,,,,,,68,57.7,,,,,,
382,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Dillenia indica ,Dilleniaceae,Tree (evergreen),Picked from the plant,26,1100,76,38.97,37.72,1.36,0.93,0.14,0.11,,,,,,,91.9,63.4,,,,,,
383,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Diospyros embryopteris,Ebenaceae,Tree (evergreen),Picked from the plant,26,1100,76,49.9,48.29,1.63,0.88,0.27,0.12,,,,,,,101.9,97.8,,,,,,
384,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Eucalyptus globulus,Myrtaceae,Tree (evergreen),Picked from the plant,26,1100,76,50.03,48.96,1.27,0.65,0.15,0.11,,,,,,,145,132,,,,,,
385,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Ficus benghalensis,Moraceae,Tree (evergreen),Picked from the plant,26,1100,76,38.54,38.52,1.29,0.66,0.11,0.05,,,,,,,126.4,114.6,,,,,,
386,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Gardenia jasminoides,Rubiaceae,Tree (evergreen),Picked from the plant,26,1100,76,41.55,40.73,1.52,0.87,0.17,0.15,,,,,,,82.1,70.4,,,,,,
387,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Hamelia patens,Rubiaceae,Tree (evergreen),Picked from the plant,26,1100,76,44.22,42.22,3.34,1.66,0.21,0.13,,,,,,,66.3,51.5,,,,,,
388,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Hibiscus rosa-sinensis,Malvaceae,Tree (evergreen),Picked from the plant,26,1100,76,38.62,37.41,2.24,0.88,0.6,0.46,,,,,,,46.6,38.2,,,,,,
389,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Ixora alba,Rubiaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.03,43.27,2.2,1.5,0.27,0.19,,,,,,,83.7,77.2,,,,,,
390,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Ixora coccinea,Rubiaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.94,46.6,1.39,0.94,0.15,0.12,,,,,,,101.5,84.5,,,,,,
391,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Litchi chinensis,Sapindaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.3,45.88,1.42,0.86,0.27,0.24,,,,,,,128.9,100,,,,,,
392,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Magnolia grandiflora,Magnoliaceae,Tree (evergreen),Picked from the plant,26,1100,76,42.43,40.43,1.34,0.49,0.12,0.05,,,,,,,156.4,151.2,,,,,,
393,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Mallotus philippensis,Euphorbiaceae,Tree (evergreen),Picked from the plant,26,1100,76,40.03,34.37,2.49,0.87,0.4,0.37,,,,,,,57.2,51.5,,,,,,
394,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Mangifera indica ,Anacardiaceae,Tree (evergreen),Picked from the plant,26,1100,76,41.21,40.09,1.68,0.78,0.15,0.07,,,,,,,135.4,116.5,,,,,,
395,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Mimusops elengi,Sapotaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.6,45.89,1.67,0.74,0.45,0.4,,,,,,,125.5,117.3,,,,,,
396,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Mimusops hexendra,Sapotaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.73,44.9,1.62,0.84,0.25,0.18,,,,,,,122.9,112.1,,,,,,
397,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Polyalthia longifolia,Annonaceae,Tree (evergreen),Picked from the plant,26,1100,76,48.45,47.47,2.12,1.08,0.21,0.15,,,,,,,64.1,61.4,,,,,,
398,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Polyalthia pendulosa ,Annonaceae,Tree (evergreen),Picked from the plant,26,1100,76,49.03,48.57,2.53,1.43,0.24,0.18,,,,,,,71.8,64.7,,,,,,
399,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Psidium guajava ,Myrtaceae,Tree (evergreen),Picked from the plant,26,1100,76,46.32,45.87,1.73,0.76,0.21,0.15,,,,,,,91.1,83.7,,,,,,
400,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Pterospermum acerifolia,Malvaceae,Tree (evergreen),Picked from the plant,26,1100,76,47.71,46.22,1.43,0.64,0.26,0.13,,,,,,,95.7,87.5,,,,,,
401,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Quisqualis indica,Combretaceae,Tree (evergreen),Picked from the plant,26,1100,76,39.91,38.61,2.91,1.68,0.43,0.4,,,,,,,40.6,26,,,,,,
402,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Saraca indica,N-fixer Caesalpiniaceae ,Tree (evergreen),Picked from the plant,26,1100,76,45.3,42.98,2.04,1.3,0.21,0.13,,,,,,,88.4,84.1,,,,,,
403,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Spathodea companulata,Bignoniaceae,Tree (evergreen),Picked from the plant,26,1100,76,41.35,40.21,1.93,1.08,0.17,0.09,,,,,,,103.7,75.2,,,,,,
404,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Syzygium jambos ,Myrtaceae,Tree (evergreen),Picked from the plant,26,1100,76,47.82,46.86,1.35,1.05,0.09,0.05,,,,,,,115.4,109.2,,,,,,
405,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Tabernaemontana coronaria,Apocynaceae,Tree (evergreen),Picked from the plant,26,1100,76,43.72,41.78,4.11,1.8,0.54,0.45,,,,,,,55.3,41.1,,,,,,
406,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Thevetia paruviana,Apocynaceae,Tree (evergreen),Picked from the plant,26,1100,76,40.63,38.62,1.92,0.96,0.13,0.07,,,,,,,72.7,64.7,,,,,,
407,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Woodfordia fruticosa,Rubiaceae,Tree (evergreen),Picked from the plant,26,1100,76,40.81,40.14,1.33,0.72,0.13,0.08,,,,,,,110.9,64.4,,,,,,
408,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Aegle marmelos,Rutaceae,Tree (deciduous),Picked from the plant,26,1100,76,37.64,35.34,1.93,0.77,0.52,0.31,,,,,,,114.6,86.4,,,,,,
409,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Artocarpus lakoocha,Moraceae,Tree (deciduous),Picked from the plant,26,1100,76,37.5,36.4,1.99,1.22,0.17,0.11,,,,,,,91.9,81.6,,,,,,
410,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Azadirachta indica,Meliaceae,Tree (deciduous),Picked from the plant,26,1100,76,44.05,43.4,3.05,1.32,0.19,0.09,,,,,,,79,48.3,,,,,,
411,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Bambusa bambos ,Poaceae,Tree (deciduous),Picked from the plant,26,1100,76,32.07,31.46,2.3,0.74,0.14,0.05,,,,,,,62.2,50.4,,,,,,
412,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Bombax ceiba ,Malvaceae,Tree (deciduous),Picked from the plant,26,1100,76,45.43,44.18,1.6,1,0.19,0.11,,,,,,,115.4,91.3,,,,,,
413,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Bauhinia variegata,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26,1100,76,44.06,41.68,3.01,1.03,0.46,0.39,,,,,,,76.2,59.9,,,,,,
414,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Cassia fistula,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26,1100,76,47.64,47.2,2.2,0.79,0.17,0.09,,,,,,,65.4,61.5,,,,,,
415,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Cordia dichotoma,Boraginaceae,Tree (deciduous),Picked from the plant,26,1100,76,39.06,37.81,2.12,0.65,0.17,0.06,,,,,,,115,65.3,,,,,,
416,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Dalbergia sissoo,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26,1100,76,40.5,39.9,2.09,1.33,0.18,0.07,,,,,,,120.9,85.4,,,,,,
417,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Ficus carica,Moraceae,Tree (deciduous),Picked from the plant,26,1100,76,37.78,34.07,3.16,1.78,0.21,0.15,,,,,,,85.8,48.5,,,,,,
418,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Ficus religiosa,Moraceae,Tree (deciduous),Picked from the plant,26,1100,76,34.74,32.17,1.48,0.86,0.12,0.07,,,,,,,108.9,80.3,,,,,,
419,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Ficus rumphii,Moraceae,Tree (deciduous),Picked from the plant,26,1100,76,38.4,37.05,1.55,0.97,0.13,0.1,,,,,,,79.1,59.3,,,,,,
420,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Grewia asiatica,Malvaceae,Tree (deciduous),Picked from the plant,26,1100,76,44.43,42.87,1.73,0.68,0.28,0.19,,,,,,,101.2,82.9,,,,,,
421,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Holoptelea integrifolia,Ulmaceae,Tree (deciduous),Picked from the plant,26,1100,76,38.77,35.69,2.75,1.9,0.16,0.13,,,,,,,62.6,43.1,,,,,,
422,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Kigelia pinnata,Bignoniaceae,Tree (deciduous),Picked from the plant,26,1100,76,32.15,31.98,1.69,0.79,0.18,0.11,,,,,,,109.2,79.7,,,,,,
423,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Lagerstroemia speciosa,Lythraceae,Tree (deciduous),Picked from the plant,26,1100,76,42.56,42.2,2.03,1.14,0.21,0.13,,,,,,,87.4,51.6,,,,,,
424,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Madhuca indica,Sapotaceae,Tree (deciduous),Picked from the plant,26,1100,76,47.9,44.87,1.77,0.62,0.12,0.08,,,,,,,112.3,92.9,,,,,,
425,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Mitragyna parviflora,Rubiaceae,Tree (deciduous),Picked from the plant,26,1100,76,44.67,44.39,1.96,1.24,0.13,0.09,,,,,,,91,48,,,,,,
426,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Morus alba ,Moraceae,Tree (deciduous),Picked from the plant,26,1100,76,34.18,33.78,2.03,1.17,0.17,0.15,,,,,,,67.3,43.8,,,,,,
427,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Nyctanthes arbor-tristis,Oleaceae,Tree (deciduous),Picked from the plant,26,1100,76,32.95,32.71,1.7,0.79,0.29,0.2,,,,,,,98.1,61.8,,,,,,
428,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Pongamia pinnata,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26,1100,76,43.99,43.08,2.79,1.64,0.15,0.05,,,,,,,60.4,43.1,,,,,,
429,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Populus deltoides,Salicaceae,Tree (deciduous),Picked from the plant,26,1100,76,40.66,39.11,2.41,0.91,0.18,0.05,,,,,,,102.7,78.8,,,,,,
430,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Sapindus mykorossi,Sapindaceae,Tree (deciduous),Picked from the plant,26,1100,76,43.83,40.07,3.01,1.15,0.37,0.29,,,,,,,52.4,39.8,,,,,,
431,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Schleichera oleosa,Sapindaceae,Tree (deciduous),Picked from the plant,26,1100,76,39.92,39,1.79,0.73,0.52,0.31,,,,,,,81.3,63.1,,,,,,
432,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Semecarpus anacardium,Anacardiaceae,Tree (deciduous),Picked from the plant,26,1100,76,39.85,38.48,1.83,0.57,0.29,0.16,,,,,,,67.2,45.8,,,,,,
433,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Spondias mangifera,Anacardiaceae,Tree (deciduous),Picked from the plant,26,1100,76,37.29,33.85,1.76,0.71,0.15,0.1,,,,,,,77.2,42.3,,,,,,
434,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Sterculia alata,Sterculiaceae ,Tree (deciduous),Picked from the plant,26,1100,76,40.17,40.06,2.28,1.07,0.2,0.08,,,,,,,87.5,47.8,,,,,,
435,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Sterculia colorata,Sterculiaceae ,Tree (deciduous),Picked from the plant,26,1100,76,38.23,37.31,1.65,0.66,0.18,0.11,,,,,,,88.9,59.3,,,,,,
436,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Strychnos nuxvomica,Loganiaceae,Tree (deciduous),Picked from the plant,26,1100,76,47.66,45.57,2.62,1.38,0.11,0.09,,,,,,,80.2,57.6,,,,,,
437,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Swietinia mahogany,Meliaceae,Tree (deciduous),Picked from the plant,26,1100,76,46.78,45.65,1.52,0.62,0.09,0.05,,,,,,,84.8,71.2,,,,,,
438,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Tectona grandis,Lamiaceae,Tree (deciduous),Picked from the plant,26,1100,76,41.18,39.84,1.5,1.06,0.17,0.12,,,,,,,135.2,90.2,,,,,,
439,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Terminalia arjuna,Combretaceae,Tree (deciduous),Picked from the plant,26,1100,76,39.82,39.5,1.46,0.73,0.19,0.15,,,,,,,131.2,88.7,,,,,,
440,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Terminalia bellirica ,Combretaceae,Tree (deciduous),Picked from the plant,26,1100,76,36.97,35.08,0.86,0.5,0.32,0.27,,,,,,,157.4,105.1,,,,,,
441,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Terminalia chebula,Combretaceae,Tree (deciduous),Picked from the plant,26,1100,76,42.72,42.37,1.94,1.14,0.27,0.14,,,,,,,74.5,53.2,,,,,,
442,Lal et al (2001b),37,India,,,Inceptisol - fertile,25.3,83,C,,Zizyphus jujuba,Rhamnaceae,Tree (deciduous),Picked from the plant,26,1100,76,43.47,41.8,1.76,0.82,0.19,0.15,,,,,,,132.1,80.2,,,,,,
443,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Anogeissus latifolia,Combretaceae,Tree (deciduous),Picked from the plant,25,1055,355,44.5,43.71,1.44,1.06,0.09,0.07,,,,,,,145.4,126.7,,,,,,
444,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Bauhinia racemosa,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,25,1055,355,43.43,42.72,2.47,1.34,0.18,0.1,,,,,,,82.2,51.2,,,,,,
445,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Boswellia serrata ,Burseraceae,Tree (deciduous),Picked from the plant,25,1055,355,44.62,42.74,1.32,0.81,0.5,0.47,,,,,,,125.6,106.1,,,,,,
446,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Bridelia retusa,Euphorbiaceae,Tree (deciduous),Picked from the plant,25,1055,355,46.97,45.19,1.95,1.39,0.15,0.09,,,,,,,86.3,61.8,,,,,,
447,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Gardenia latifolia ,Rubiaceae,Tree (deciduous),Picked from the plant,25,1055,355,45.51,44.08,1.7,1,0.12,0.09,,,,,,,87.8,56.4,,,,,,
448,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Hardwickia binata ,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,25,1055,355,46.21,44.63,2.02,0.68,0.12,0.04,,,,,,,119.2,88.1,,,,,,
449,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Lagerstroemia parviflora,Lythraceae,Tree (deciduous),Picked from the plant,25,1055,355,47.57,44.16,1.35,0.82,0.09,0.08,,,,,,,127.4,90.6,,,,,,
450,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Lannea coromandelica ,Anacardiaceae,Tree (deciduous),Picked from the plant,25,1055,355,44.76,44.03,1.62,1.22,0.47,0.41,,,,,,,80.7,48.2,,,,,,
451,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Miliusa tomentosa ,Annonaceae,Tree (deciduous),Picked from the plant,25,1055,355,46.64,42.09,2.27,1.72,0.16,0.12,,,,,,,85.8,76.7,,,,,,
452,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Pterocarpus marsupium,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,25,1055,355,44.48,40.42,2.48,1.54,0.1,0.08,,,,,,,115.5,81.4,,,,,,
453,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Soymida febrifuga ,Meliaceae,Tree (deciduous),Picked from the plant,25,1055,355,45.89,45.76,1.41,0.79,0.08,0.05,,,,,,,134.1,117.7,,,,,,
454,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Wrightia tomentosa ,Apocynaceae,Tree (deciduous),Picked from the plant,25,1055,355,46.16,44.62,2.31,1.69,0.13,0.08,,,,,,,66.7,42,,,,,,
455,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Xeromphis uliginosa ,Rubiaceae,Tree (deciduous),Picked from the plant,25,1055,355,43.39,43.36,1.56,1.32,0.11,0.08,,,,,,,84.1,67.3,,,,,,
456,Lal et al (2001b),37,India,,,Ultisol - infertile,27.3,83.6,C,Dry deciduous forest,Zizyphus glaberrima,Rhamnaceae,Tree (deciduous),Picked from the plant,25,1055,355,47.3,46.32,2.19,1.4,0.13,0.08,,,,,,,99.5,73.8,,,,,,
457,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Ficus racemosa,Moraceae,Tree (evergreen),Picked from the plant,26.5,1035,355,37.48,33.7,2.1,0.89,0.19,0.09,2,1.45,2.29,2.75,,,92.1,74,,,,,,
458,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Syzygium cumini,Myrtaceae,Tree (evergreen),Picked from the plant,26.5,1035,355,46.42,44.47,2.06,1,0.11,0.04,1.24,0.89,1.45,1.85,,,136.4,106.9,,,,,,
459,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Shorea robusta,Dipterocarpaceae,Tree (evergreen),Picked from the plant,26.5,1035,355,46.12,45.32,1.97,1.02,0.11,0.07,0.88,0.69,1.11,1.2,,,97.4,88.3,,,,,,
460,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Adina cordifolia,Rubiaceae,Tree (deciduous),Picked from the plant,26.5,1035,355,47.18,46.43,2.1,1.36,0.15,0.11,1.06,0.52,1.09,1.34,,,122.3,95.3,,,,,,
461,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Buchanania lanzan,Anacardiaceae,Tree (deciduous),Picked from the plant,26.5,1035,355,45.45,40.6,1.99,1.44,0.13,0.07,1.12,0.74,1.73,2.02,,,115.7,97.6,,,,,,
462,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Butea monosperma,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,26.5,1035,355,43.5,41.4,2.54,1.61,0.13,0.08,0.85,0.45,1.86,2.06,,,140,106.7,,,,,,
463,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Diospyros melanoxylon,Ebenaceae,Tree (deciduous),Picked from the plant,26.5,1035,355,47.89,46.03,1.47,1.13,0.11,0.09,1.21,0.76,1,1.21,,,119.7,90.5,,,,,,
464,Lal et al. (2001a),38,India,Sonebhadra,Uttar Pradesh,Renukoot Forest,27.3,83.1,C,Dry deciduous forest,Terminalia alata,Combretaceae,Tree (deciduous),Picked from the plant,26.5,1035,355,41.72,40.83,1.47,1.1,0.13,0.09,0.85,0.59,2.38,2.48,,,106.9,78.4,,,,,,
711,Lin & Sternberg (2007),39,USA,FL,,Matheson Hammock Park,25.8,-80.3,A,Mangrove,Rhizophora mangle,Rhizophoraceae,Tree (evergreen),Picked from the plant,21,1500,0,,,1.11,0.66,0.02,0.01,,,,,,,,,,,,,,
712,Lin & Sternberg (2007),39,USA,FL,,Matheson Hammock Park,25.8,-80.3,A,Mangrove,Rhizophora mangle,Rhizophoraceae,Tree (evergreen),Picked from the plant,21,1500,0,,,1.48,0.8,0.03,0.02,,,,,,,,,,,,,,
713,Lin & Sternberg (2007),39,USA,FL,,Everglades National Park,25.7,-80.8,A,Mangrove,Rhizophora mangle,Rhizophoraceae,Tree (evergreen),Picked from the plant,21,1500,0,,,1.36,0.77,0.03,0.01,,,,,,,,,,,,,,
851,Lin & Wang (2001),40,China,Fujian Province,Fugong Town,Jiulongjiang Estuary,24.6,117.9,C,,Kandelia candel,Rhizophoraceae,Tree (evergreen),,21.1,1475,0,,,,,,,,,,,,,193.5,180.1,18.3,16.7,354,296,16.4,9.1
852,Lin & Wang (2001),40,China,Fujian Province,Fugong Town,Jiulongjiang Estuary,24.6,117.9,C,,Bruguiera gymnorrhiza,Rhizophoraceae,Tree (evergreen),,21.1,1475,0,,,,,,,,,,,,,193.1,195.5,38.4,36.8,741,720,2.8,4
853,Lin & Wang (2001),40,China,Fujian Province,Fugong Town,Jiulongjiang Estuary,24.6,117.9,C,,Rhizophora stylosa,Rhizophoraceae,Tree (evergreen),,21.1,1475,0,,,,,,,,,,,,,223.4,215.1,38.4,35.7,862,768,10.9,7
210,Lin et al (2010),41,China,Guangxi,Yingluo Bay,Shankou Mangrove Nature Reserve,21.5,109.7,C,,Rhizophora stylosa,Rhizophoraceae,Tree (evergreen),,23.4,1600,0,,,0.86,0.04,0.09,0.04,,,,,,,,,,,,,,
